TERM	DOID
"malignant tumor of body of penis (disorder)"	"DOID11615"
"malignant tumor of penis (disorder)"	"DOID11615"
"penile ca"	"DOID11615"
"dental pulp necrosis"	"DOID11623"
"necrosis of the pulp"	"DOID11623"
"necrosis of the pulp nos (disorder)"	"DOID11623"
"necrotic pulp"	"DOID11623"
"pulp necrosis"	"DOID11623"
"penile neoplasm"	"DOID11624"
"neoplasm of penis (disorder)"	"DOID11624"
"penile tumor"	"DOID11624"
"pelvic muscle wasting"	"DOID11629"
"thyroid hormone resistance syndrome"	"DOID11633"
"generalized thyroid hormone resistance (disorder)"	"DOID11633"
"refetoff syndrome (disorder)"	"DOID11633"
"thyroid hormone resistance"	"DOID11633"
"thyroid hormone resistance"	"DOID11633"
"thyroid hormone resistance syndrome (disorder)"	"DOID11633"
"thyroid hormone responsiveness defect (disorder)"	"DOID11633"
"myxedema"	"DOID11634"
"myxedema"	"DOID11634"
"myxedema (disorder)"	"DOID11634"
"myxoedema"	"DOID11634"
"myxoedema"	"DOID11634"
"myxoedema"	"DOID11634"
"myxoedema"	"DOID11634"
"accommodative spasm"	"DOID11637"
"spasm of accommodation"	"DOID11637"
"spasm of accommodation (disorder)"	"DOID11637"
"presbyopia"	"DOID11638"
"presbyopia (disorder)"	"DOID11638"
"conjunctival deposit"	"DOID11653"
"conjunctival deposit (disorder)"	"DOID11653"
"conjunctival deposits"	"DOID11653"
"cicatricial pemphigoid"	"DOID11656"
"benign mucous membrane pemphigoid"	"DOID11656"
"benign mucous membrane pemphigoid with ocular involvement"	"DOID11656"
"cicatricial pemphigoid with ocular involvement"	"DOID11656"
"ocular pemphigoid"	"DOID11656"
"ocular pemphigus"	"DOID11656"
"palindromic rheumatism"	"DOID1166"
"hench's syndrome"	"DOID1166"
"hench-rosenberg syndrome"	"DOID1166"
"blue color blindness"	"DOID11661"
"tritan defect"	"DOID11661"
"tritanopia"	"DOID11661"
"nephrosclerosis"	"DOID11664"
"renal sclerosis"	"DOID11664"
"patau syndrome"	"DOID11665"
"d1 trisomy "	"DOID11665"
"trisomy 13"	"DOID11665"
"hypopigmentation of eyelid"	"DOID11668"
"hypopigmentation of eyelid (disorder)"	"DOID11668"
"hypopigmentation of eyelid [ambiguous]"	"DOID11668"
"hypertrichosis of eyelid"	"DOID11669"
"hypertrichosis of eyelid (disorder)"	"DOID11669"
"hypotrichosis of eyelid"	"DOID11671"
"hypotrichosis of eyelid (disorder)"	"DOID11671"
"hypotrichosis of eyelid [ambiguous]"	"DOID11671"
"onchocerciasis"	"DOID11678"
"infection by onchocerca volvulus (disorder)"	"DOID11678"
"onchocerca volvulus infection"	"DOID11678"
"volvulosis"	"DOID11678"
"familial hyperlipidemia"	"DOID1168"
"familial hyperlipoproteinemia"	"DOID1168"
"hyperlipemia"	"DOID1168"
"melanoacanthoma"	"DOID11684"
"melanoacanthoma (disorder)"	"DOID11684"
"inflamed seborrheic keratosis"	"DOID11685"
"acute apical periodontitis"	"DOID11693"
"acute apical periodontitis of pulpal origin"	"DOID11693"
"acute apical periodontitis of pulpal origin (disorder)"	"DOID11693"
"portal vein thrombosis"	"DOID11695"
"heart cancer"	"DOID117"
"cardiac tumor"	"DOID117"
"malignant cardiac tumor"	"DOID117"
"malignant neoplasm of heart"	"DOID117"
"tumour of heart"	"DOID117"
"selective iga deficiency disease"	"DOID11701"
"immunoglobulin a deficiency (disorder)"	"DOID11701"
"selective iga immunodeficiency"	"DOID11701"
"selective iga immunodeficiency"	"DOID11701"
"selective immunoglobulin a deficiency (disorder)"	"DOID11701"
"dysgammaglobulinemia"	"DOID11702"
"dysgammaglobulinemia (disorder)"	"DOID11702"
"dysgammaglobulinemia (finding)"	"DOID11702"
"impaired renal function disease"	"DOID11705"
"hyperlipoproteinemia type v"	"DOID1171"
"familial hyperlipoproteinemia type v"	"DOID1171"
"familial type 5 hyperlipoproteinemia (disorder)"	"DOID1171"
"fredrickson type v lipaemia"	"DOID1171"
"lipoatrophic diabetes"	"DOID11712"
"diabetic angiopathy"	"DOID11713"
"diabetic vascular disorder"	"DOID11713"
"gestational diabetes"	"DOID11714"
"gdm"	"DOID11714"
"gestational diabetes mellitus"	"DOID11714"
"gestational diabetes mellitus"	"DOID11714"
"gestational diabetes mellitus"	"DOID11714"
"maternal gestational diabetes mellitus"	"DOID11714"
"maternal gestational diabetes mellitus"	"DOID11714"
"prediabetes syndrome"	"DOID11716"
"prediabetes"	"DOID11716"
"prediabetes"	"DOID11716"
"prediabetic state"	"DOID11716"
"neonatal diabetes mellitus"	"DOID11717"
"diabetes mellitus syndrome in newborn infant"	"DOID11717"
"antidepressant type abuse"	"DOID11718"
"oculopharyngeal muscular dystrophy"	"DOID11719"
"muscular dystrophy, oculopharyngeal"	"DOID11719"
"oculopharyngeal muscular dystrophy (disorder)"	"DOID11719"
"hyperlipoproteinemia type iv"	"DOID1172"
"endogenous hyperlipidaemia"	"DOID1172"
"fredrickson type iv hyperlipoproteinemia (disorder)"	"DOID1172"
"fredrickson type iv lipidaemia"	"DOID1172"
"fredrickson type iv lipidemia"	"DOID1172"
"vldl hyperlipoproteinemia"	"DOID1172"
"distal muscular dystrophy"	"DOID11720"
"distal myopathy"	"DOID11720"
"miyoshi muscular dystrophy"	"DOID11720"
"glycogen storage disease vii"	"DOID11721"
"glycogen storage disease type vii"	"DOID11721"
"glycogen storage disease, type vii (disorder)"	"DOID11721"
"muscle phosphofructokinase deficiency (disorder)"	"DOID11721"
"phosphofructokinase myopathy"	"DOID11721"
"myotonic dystrophy type 1"	"DOID11722"
"congenital myotonic dystrophy"	"DOID11722"
"dystrophia myotonica"	"DOID11722"
"myotonic dystrophy of steinert"	"DOID11722"
"steinert disease"	"DOID11722"
"duchenne muscular dystrophy"	"DOID11723"
"muscular dystrophy, duchenne"	"DOID11723"
"limb-girdle muscular dystrophy"	"DOID11724"
"erb's muscular dystrophy"	"DOID11724"
"leyden-mbius muscular dystrophy"	"DOID11724"
"limb girdle muscular dystrophy"	"DOID11724"
"cornelia de lange syndrome"	"DOID11725"
"brachmann de lange syndrome"	"DOID11725"
"de lange syndrome"	"DOID11725"
"emery-dreifuss muscular dystrophy"	"DOID11726"
"edmd"	"DOID11726"
"facioscapulohumeral muscular dystrophy"	"DOID11727"
"landouzy dejerine muscular dystrophy"	"DOID11727"
"landouzy-dejerine muscular dystrophy"	"DOID11727"
"landouzy-dejerine muscular dystrophy"	"DOID11727"
"muscular dystrophy, landouzy-dejerine"	"DOID11727"
"lyme disease"	"DOID11729"
"bannwarth syndrome (disorder)"	"DOID11729"
"bannworth's syndrome"	"DOID11729"
"lyme borreliosis"	"DOID11729"
"lyme neuroborreliosis"	"DOID11729"
"neuroborreliosis"	"DOID11729"
"neurological lyme disease"	"DOID11729"
"odontoclasia"	"DOID11736"
"odontoclasia (disorder)"	"DOID11736"
"parametrium malignant neoplasm"	"DOID11746"
"uterine adnexa cancer"	"DOID11747"
"round ligament malignant neoplasm"	"DOID11748"
"malignant neoplasm of round ligament (disorder)"	"DOID11748"
"malignant neoplasm of round ligament of uterus"	"DOID11748"
"malignant neoplasm of round ligament of uterus"	"DOID11748"
"bordetella parapertussis whooping cough"	"DOID11750"
"acute endophthalmitis"	"DOID11752"
"acute endophthalmitis (disorder)"	"DOID11752"
"siderosis of eye"	"DOID11754"
"siderosis of eye (disorder)"	"DOID11754"
"siderosis of globe"	"DOID11754"
"choledocholithiasis"	"DOID11755"
"iron deficiency anemia"	"DOID11758"
"hypochromic anemia"	"DOID11759"
"anemia hypochromic"	"DOID11759"
"bronchial disease"	"DOID1176"
"bronchial disorder"	"DOID1176"
"bronchospasm"	"DOID1176"
"kohler's disease"	"DOID11760"
"juvenile osteochondrosis of foot"	"DOID11760"
"kohler disease"	"DOID11760"
"blind hypotensive eye"	"DOID11766"
"blind hypotensive eye (disorder)"	"DOID11766"
"spontaneous ocular nystagmus"	"DOID11771"
"ocular nystagmus"	"DOID11771"
"searching eye movements"	"DOID11771"
"visual deprivation nystagmus"	"DOID11771"
"visual deprivation nystagmus (disorder)"	"DOID11771"
"leukocoria"	"DOID11772"
"leucocoria"	"DOID11772"
"leukocoria (disorder)"	"DOID11772"
"blind hypertensive eye"	"DOID11776"
"blind hypertensive eye (disorder)"	"DOID11776"
"regular astigmatism"	"DOID11781"
"regular astigmatism (disorder)"	"DOID11781"
"astigmatism"	"DOID11782"
"necrosis of ear ossicle"	"DOID11783"
"partial loss or necrosis of ear ossicles"	"DOID11783"
"splenic sequestration"	"DOID11786"
"chronic congestive splenomegaly"	"DOID11787"
"chronic congestive splenomegaly (disorder)"	"DOID11787"
"phthisical cornea"	"DOID11793"
"phthisical cornea (disorder)"	"DOID11793"
"chronic laryngitis"	"DOID11797"
"pericardial effusion"	"DOID118"
"protein-energy malnutrition"	"DOID11801"
"bladder neck cancer"	"DOID11809"
"malignant neoplasm of urinary bladder neck"	"DOID11809"
"malignant tumor of bladder neck (disorder)"	"DOID11809"
"urinary bladder posterior wall cancer"	"DOID11811"
"malignant neoplasm of posterior wall of urinary bladder (disorder)"	"DOID11811"
"bladder sarcoma"	"DOID11812"
"sarcoma of bladder (disorder)"	"DOID11812"
"sarcoma of the urinary bladder"	"DOID11812"
"bladder trigone cancer"	"DOID11813"
"malignant neoplasm of trigone of urinary bladder"	"DOID11813"
"malignant neoplasm of trigone of urinary bladder"	"DOID11813"
"malignant tumor of trigone of bladder (disorder)"	"DOID11813"
"malignant tumor of trigone of urinary bladder (disorder)"	"DOID11813"
"urinary bladder anterior wall cancer"	"DOID11814"
"malignant neoplasm of anterior wall of urinary bladder (disorder)"	"DOID11814"
"vitreous syneresis"	"DOID11816"
"vitreous degeneration"	"DOID11816"
"vitreous degeneration (disorder)"	"DOID11816"
"vitreous syneresis (finding)"	"DOID11816"
"urachus cancer"	"DOID11817"
"malignant tumor of urachus (disorder)"	"DOID11817"
"ureteric orifice cancer"	"DOID11818"
"malignant neoplasm of ureteric orifice of urinary bladder"	"DOID11818"
"malignant tumor of ureteric orifice (disorder)"	"DOID11818"
"orifice of the ureter"	"DOID11818"
"ureter cancer"	"DOID11819"
"malignant tumour of ureter"	"DOID11819"
"malignant ureteral tumor"	"DOID11819"
"bladder dome cancer"	"DOID11820"
"malignant neoplasm of apex of urinary bladder"	"DOID11820"
"malignant neoplasm of dome of urinary bladder"	"DOID11820"
"malignant tumor of vault of bladder (disorder)"	"DOID11820"
"superior surface of bladder"	"DOID11820"
"bladder lymphoma"	"DOID11821"
"lymphoma of the urinary bladder"	"DOID11821"
"hepatorenal syndrome"	"DOID11823"
"hepatorenal syndrome"	"DOID11823"
"hepatorenal syndrome (disorder)"	"DOID11823"
"multicentric reticulohistiocytosis"	"DOID11824"
"lipoid dermatoarthritis (disorder)"	"DOID11824"
"multicentric reticulohistiocytosis"	"DOID11824"
"degenerative myopia"	"DOID11829"
"degenerative progressive high myopia (disorder)"	"DOID11829"
"malignant myopia (disorder)"	"DOID11829"
"pathological myopia"	"DOID11829"
"pathological myopia"	"DOID11829"
"progressive high (degenerative) myopia"	"DOID11829"
"progressive high myopia"	"DOID11829"
"myopia"	"DOID11830"
"near vision"	"DOID11830"
"near-sightedness"	"DOID11830"
"short-sightedness"	"DOID11830"
"cortical blindness"	"DOID11831"
"cortical blindness"	"DOID11831"
"cortical blindness (disorder)"	"DOID11831"
"visual epilepsy"	"DOID11832"
"epilepsy, visual"	"DOID11832"
"clubfoot"	"DOID11836"
"congenital clubfoot"	"DOID11836"
"congenital equinovarus"	"DOID11836"
"congenital talipes equinovarus"	"DOID11836"
"equinovarus deformity of foot (finding)"	"DOID11836"
"penis sarcoma"	"DOID11838"
"sarcoma of penis"	"DOID11838"
"glans penis cancer"	"DOID11839"
"malignant neoplasm of glans penis"	"DOID11839"
"malignant tumor of glans penis (disorder)"	"DOID11839"
"malignant tumour of glans penis"	"DOID11839"
"nephrotic syndrome"	"DOID1184"
"finnish congenital nephrosis"	"DOID1184"
"coronary artery vasospasm"	"DOID11840"
"coronary artery spasm (disorder)"	"DOID11840"
"coronary vasospasm"	"DOID11840"
"coronary artery anomaly"	"DOID11843"
"congenital anomaly of coronary artery (disorder)"	"DOID11843"
"coronary artery abnormality (disorder)"	"DOID11843"
"coronary artery abnormality [ambiguous]"	"DOID11843"
"coronary artery anomaly nos (disorder)"	"DOID11843"
"coronary artery anomaly, congenital"	"DOID11843"
"coronary thrombosis"	"DOID11847"
"coronary artery thrombosis (disorder)"	"DOID11847"
"transient refractive change"	"DOID11850"
"transient refractive change (disorder)"	"DOID11850"
"indeterminate leprosy"	"DOID11851"
"indeterminate leprosy (disorder)"	"DOID11851"
"indeterminate leprosy [group i]"	"DOID11851"
"uncharacteristic leprosy"	"DOID11851"
"monocular exotropia"	"DOID11853"
"peripheral focal chorioretinitis"	"DOID11864"
"focal choroiditis and chorioretinitis, peripheral"	"DOID11864"
"peripheral focal choroiditis and chorioretinitis (disorder)"	"DOID11864"
"chronic erythremia"	"DOID11868"
"tibial neuropathy"	"DOID1187"
"posterior tibial neuropathy (disorder)"	"DOID1187"
"tibial neuropathy (disorder)"	"DOID1187"
"tibial neuropathy (disorder)"	"DOID1187"
"tibial neuropathy (disorder) [ambiguous]"	"DOID1187"
"pick's disease"	"DOID11870"
"dementia in pick's disease (disorder)"	"DOID11870"
"lobar atrophy of brain"	"DOID11870"
"pick disease"	"DOID11870"
"pick disease of brain"	"DOID11870"
"macular keratitis"	"DOID11871"
"macular keratitis (disorder)"	"DOID11871"
"macular keratitis nos (disorder)"	"DOID11871"
"abnormal threshold of rods"	"DOID11874"
"abnormal dark adaptation curve"	"DOID11874"
"abnormal dark adaptation curve (disorder)"	"DOID11874"
"abnormal dark adaptive curve nos (disorder)"	"DOID11874"
"denture stomatitis"	"DOID11875"
"denture sore mouth"	"DOID11875"
"denture stomatitis (disorder)"	"DOID11875"
"denture stomatitis [ambiguous]"	"DOID11875"
"mononeuropathy"	"DOID1188"
"mononeuropathy"	"DOID1188"
"mononeuropathy (disorder)"	"DOID1188"
"ureteral benign neoplasm"	"DOID11885"
"neoplasm of ureter (disorder)"	"DOID11885"
"ureteral tumor"	"DOID11885"
"ureter leiomyoma"	"DOID11887"
"ureteral leiomyoma"	"DOID11887"
"schwannoma of ureter"	"DOID11888"
"ureteral schwannoma"	"DOID11888"
"female breast nipple and areola cancer"	"DOID11889"
"malignant neoplasm of nipple and areola of female breast (disorder)"	"DOID11889"
"malignant neoplasm of nipple or areola of female breast nos (disorder)"	"DOID11889"
"vaginal cancer"	"DOID119"
"malignant neoplasm of vagina"	"DOID119"
"malignant tumor of vagina (disorder)"	"DOID119"
"malignant vaginal tumor"	"DOID119"
"neoplasm of vagina (disorder)"	"DOID119"
"vagina neoplasm"	"DOID119"
"vaginal tumor"	"DOID119"
"labium majus cancer"	"DOID11905"
"malignant neoplasm of labia majora"	"DOID11905"
"malignant neoplasm of labia majora"	"DOID11905"
"malignant neoplasm of labia majora (disorder)"	"DOID11905"
"malignant neoplasm of labia majora nos (disorder)"	"DOID11905"
"malignant tumor of labia majora"	"DOID11905"
"ecthyma"	"DOID11907"
"ecthyma (disorder)"	"DOID11907"
"gastroparesis"	"DOID11914"
"gastric atonia (disorder)"	"DOID11914"
"gastroparalysis"	"DOID11914"
"gastroparesis syndrome (disorder) [ambiguous]"	"DOID11914"
"tinea cruris"	"DOID11917"
"(dermatophytosis of groin & perianal area) or (dhobie itch) or (tinea cruris)"	"DOID11917"
"dermatophytosis of groin and perianal area"	"DOID11917"
"dermatophytosis of groin and perianal area (disorder)"	"DOID11917"
"dermatophytosis of groin and perianal area nos (disorder)"	"DOID11917"
"peripheral nervous system neoplasm"	"DOID1192"
"neoplasm of peripheral nerve (disorder)"	"DOID1192"
"nerve sheath neoplasm"	"DOID1192"
"nerve sheath tumors"	"DOID1192"
"tumor of pns"	"DOID1192"
"tracheal cancer"	"DOID11920"
"ca trachea"	"DOID11920"
"malignant neoplasm of trachea"	"DOID11920"
"malignant tracheal tumor"	"DOID11920"
"malignant tumor of trachea (disorder)"	"DOID11920"
"head and neck cancer"	"DOID11934"
"head and neck neoplasm"	"DOID11934"
"head and neck tumours"	"DOID11934"
"head/neck neoplasm"	"DOID11934"
"tumor of head and neck (disorder)"	"DOID11934"
"creutzfeldt-jakob disease"	"DOID11949"
"cjd (creutzfeldt jakob disease)"	"DOID11949"
"creutzfeldt jacob syndrome"	"DOID11949"
"creutzfeldt jakob disease"	"DOID11949"
"creutzfeldt-jacob disease"	"DOID11949"
"jakob-creutzfeldt disease"	"DOID11949"
"subacute spongiform encephalopathy"	"DOID11949"
"transmissible virus dementia (disorder)"	"DOID11949"
"ischemic neuropathy"	"DOID1195"
"ischemic neuropathy"	"DOID1195"
"ischemic neuropathy (disorder)"	"DOID1195"
"ischemic peripheral neuropathy (disorder)"	"DOID1195"
"esophagitis"	"DOID11963"
"acute esophagitis"	"DOID11963"
"acute esophagitis (disorder)"	"DOID11963"
"postmenopausal atrophic vaginitis"	"DOID11968"
"atrophic vaginitis (disorder)"	"DOID11968"
"senile vaginitis"	"DOID11968"
"synostosis"	"DOID11971"
"coloboma of optic nerve"	"DOID11975"
"coloboma of optic disc (disorder)"	"DOID11975"
"botulism"	"DOID11976"
"botulism poisoning"	"DOID11976"
"food poisoning due to clostridium botulinum"	"DOID11976"
"infection due to clostridium botulinum"	"DOID11976"
"intoxication with clostridium botulinum toxin"	"DOID11976"
"morbid obesity"	"DOID11981"
"morbid obesity"	"DOID11981"
"morbid obesity"	"DOID11981"
"morbid obesity"	"DOID11981"
"morbid obesity"	"DOID11981"
"morbid obesity (disorder)"	"DOID11981"
"severe obesity"	"DOID11981"
"prader-willi syndrome"	"DOID11983"
"prader willi syndrome"	"DOID11983"
"hypertrophic cardiomyopathy"	"DOID11984"
"familial hypertrophic cardiomyopathy"	"DOID11984"
"hypertrophic obstructive cardiomyopathy"	"DOID11984"
"conjunctival concretion"	"DOID11988"
"conjunctival concretion (disorder)"	"DOID11988"
"conjunctival concretions"	"DOID11988"
"ulceroglandular tularemia"	"DOID11990"
"ulceroglandular tularemia (disorder)"	"DOID11990"
"osteopoikilosis"	"DOID11991"
"atrophy of testis"	"DOID11994"
"atrophy of testis (disorder)"	"DOID11994"
"spermatic cord torsion"	"DOID11996"
"testicular torsion"	"DOID11996"
"torsion of spermatic cord"	"DOID11996"
"torsion of spermatic cord (disorder)"	"DOID11996"
"torsion of testicle"	"DOID11996"
"torsion of testis"	"DOID11996"
"torsion of testis"	"DOID11996"
"torsion of testis (disorder)"	"DOID11996"
"torsion of testis nos (disorder)"	"DOID11996"
"torsion of testis unspecified (disorder)"	"DOID11996"
"spermatocele"	"DOID11997"
"spermatocele (disorder)"	"DOID11997"
"female reproductive organ cancer"	"DOID120"
"female reproductive cancer"	"DOID120"
"malignant gynecologic tumor"	"DOID120"
"malignant neoplasm of female genital organ"	"DOID120"
"tracheal lymphoma"	"DOID12001"
"lymphoma of the trachea"	"DOID12001"
"lymphoma of trachea"	"DOID12001"
"trachea sarcoma"	"DOID12002"
"sarcoma of the trachea"	"DOID12002"
"trachea squamous cell carcinoma"	"DOID12003"
"squamous cell carcinoma of trachea (disorder)"	"DOID12003"
"tracheal epidermoid carcinoma"	"DOID12003"
"trigeminal nerve neoplasm"	"DOID1201"
"neoplasm of trigeminal nerve (disorder)"	"DOID1201"
"tumor of trigeminal nerve"	"DOID1201"
"anterior ischemic optic neuropathy"	"DOID12010"
"ischemic optic neuropathy"	"DOID12010"
"frontal lobe neoplasm"	"DOID12016"
"malignant neoplasm of frontal lobe"	"DOID12016"
